touchpoint_id,user_id,campaign_name,channel,sent_at,opened,clicked,replied,outcome
C00005,U0007,mentor-recruitment,email,2024-07-13T21:42:21,false,false,false,ignored
C00508,U0393,alumni-winback,whatsapp,2024-07-15T22:19:26,true,true,false,ignored
C00284,U0204,autumn-edition-invite,email,2024-07-16T18:13:45,false,false,false,ignored
C00823,U0634,spring-edition-invite,email,2024-07-19T08:24:41,true,true,false,ignored
C00591,U0453,winter-edition-invite,email,2024-07-19T10:41:32,false,false,false,ignored
C00326,U0235,track-specific-web3,email,2024-07-19T13:31:08,true,false,false,ignored
C00207,U0150,mentor-recruitment,discord,2024-07-19T17:36:35,false,false,false,ignored
C00084,U0069,mentor-recruitment,email,2024-07-20T13:24:45,false,false,false,ignored
C00830,U0637,autumn-edition-invite,email,2024-07-21T09:01:38,false,false,false,ignored
C00028,U0024,grand-finale-invite,discord,2024-07-22T23:43:02,false,false,false,ignored
C00755,U0584,mentor-recruitment,whatsapp,2024-07-23T10:36:12,false,false,false,ignored
C00672,U0505,grand-finale-invite,email,2024-07-24T17:59:57,true,false,false,ignored
C00128,U0096,track-specific-web3,whatsapp,2024-07-25T08:16:14,true,false,false,ignored
C00473,U0363,alumni-winback,email,2024-07-26T11:21:27,true,false,false,ignored
C00137,U0103,spring-edition-invite,email,2024-07-27T09:10:28,false,false,false,ignored
C00276,U0195,track-specific-web3,email,2024-07-27T13:48:16,false,false,false,ignored
C00426,U0327,spring-edition-invite,whatsapp,2024-07-28T09:15:19,true,false,false,ignored
C00655,U0494,grand-finale-invite,email,2024-08-01T10:04:49,true,true,false,ignored
C00455,U0349,track-specific-web3,email,2024-08-07T11:40:02,true,false,false,ignored
C00550,U0415,grand-finale-invite,email,2024-08-10T19:02:01,false,false,false,ignored
C00173,U0122,community-digest,email,2024-08-15T12:28:42,false,false,false,ignored
C00631,U0476,mentor-recruitment,email,2024-08-16T08:31:47,true,false,false,ignored
C00107,U0083,track-specific-genai,whatsapp,2024-08-16T22:19:37,true,false,false,ignored
C00083,U0066,grand-finale-invite,email,2024-08-16T23:52:07,false,false,false,unsubscribed
C00824,U0634,monsoon-edition-invite,email,2024-08-17T11:07:20,true,false,false,ignored
C00776,U0593,feedback-request,email,2024-08-17T13:46:32,false,false,false,ignored
C00485,U0368,community-digest,discord,2024-08-17T15:12:08,true,true,false,unsubscribed
C00004,U0005,winter-edition-invite,email,2024-08-19T08:58:05,true,true,true,registered
C00503,U0386,community-digest,whatsapp,2024-08-22T21:20:12,true,false,false,ignored
C00805,U0617,alumni-winback,email,2024-08-25T20:08:53,true,false,false,unsubscribed
C00333,U0242,grand-finale-invite,email,2024-08-26T09:19:59,true,false,false,unsubscribed
C00530,U0406,grand-finale-invite,email,2024-08-26T10:17:58,true,false,false,unsubscribed
C00539,U0410,autumn-edition-invite,email,2024-08-27T10:18:08,false,false,false,ignored
C00811,U0626,grand-finale-invite,email,2024-08-29T14:32:28,false,false,false,ignored
C00611,U0464,autumn-edition-invite,email,2024-08-31T17:09:58,false,false,false,ignored
C00533,U0408,mentor-recruitment,email,2024-09-02T13:47:53,false,false,false,ignored
C00382,U0297,track-specific-web3,email,2024-09-04T22:56:56,true,false,false,ignored
C00392,U0303,monsoon-edition-invite,discord,2024-09-09T10:35:51,false,false,false,ignored
C00739,U0569,spring-edition-invite,email,2024-09-14T15:18:23,true,true,false,ignored
C00403,U0313,winter-edition-invite,whatsapp,2024-09-19T16:11:34,true,true,true,registered
C00448,U0339,feedback-request,email,2024-09-19T23:17:01,false,false,false,ignored
C00557,U0419,workshop-announcement,email,2024-09-23T10:11:34,false,false,false,ignored
C00720,U0549,alumni-winback,whatsapp,2024-09-23T20:03:26,true,true,false,ignored
C00615,U0465,community-digest,email,2024-09-28T18:52:21,false,false,false,ignored
C00358,U0262,mentor-recruitment,email,2024-09-30T14:12:50,false,false,false,ignored
C00379,U0295,autumn-edition-invite,email,2024-09-30T23:49:33,true,false,false,ignored
C00044,U0029,autumn-edition-invite,whatsapp,2024-10-04T21:25:34,true,true,false,ignored
C00761,U0586,mentor-recruitment,email,2024-10-07T16:13:59,true,true,false,ignored
C00531,U0407,monsoon-edition-invite,email,2024-10-09T16:36:17,false,false,false,ignored
C00679,U0514,alumni-winback,email,2024-10-10T17:31:33,false,false,false,ignored
C00093,U0075,winter-edition-invite,email,2024-10-10T21:31:27,false,false,false,ignored
C00534,U0409,winter-edition-invite,email,2024-10-11T19:14:55,true,false,false,ignored
C00439,U0334,track-specific-genai,email,2024-10-11T22:33:58,false,false,false,ignored
C00383,U0297,spring-edition-invite,discord,2024-10-13T10:51:41,false,false,false,ignored
C00359,U0262,alumni-winback,email,2024-10-13T13:34:10,false,false,false,ignored
C00787,U0606,winter-edition-invite,whatsapp,2024-10-14T08:22:37,true,false,false,ignored
C00504,U0386,spring-edition-invite,email,2024-10-14T16:11:56,false,false,false,ignored
C00241,U0174,track-specific-web3,whatsapp,2024-10-16T23:53:03,true,false,false,ignored
C00148,U0109,alumni-winback,email,2024-10-18T13:21:05,true,true,false,bounced
C00350,U0259,mentor-recruitment,email,2024-10-18T14:13:50,false,false,false,ignored
C00204,U0148,spring-edition-invite,email,2024-10-18T18:21:17,true,false,false,bounced
C00395,U0304,winter-edition-invite,email,2024-10-19T19:36:28,true,false,false,ignored
C00024,U0022,community-digest,email,2024-10-19T19:54:03,true,false,false,ignored
C00468,U0361,autumn-edition-invite,email,2024-10-21T17:29:55,false,false,false,ignored
C00756,U0584,mentor-recruitment,email,2024-10-22T17:02:00,true,false,false,ignored
C00693,U0523,workshop-announcement,email,2024-10-22T19:42:51,true,false,false,ignored
C00336,U0247,workshop-announcement,email,2024-10-23T19:42:07,true,false,false,ignored
C00829,U0636,monsoon-edition-invite,email,2024-10-25T13:09:03,true,false,false,ignored
C00398,U0305,alumni-winback,discord,2024-10-25T15:09:45,true,false,false,bounced
C00524,U0403,spring-edition-invite,email,2024-10-27T08:35:03,true,false,false,ignored
C00270,U0193,track-specific-web3,email,2024-10-28T19:21:22,true,false,false,ignored
C00404,U0313,alumni-winback,whatsapp,2024-10-28T19:52:41,false,false,false,ignored
C00795,U0613,winter-edition-invite,email,2024-11-02T13:53:36,false,false,false,ignored
C00119,U0093,workshop-announcement,whatsapp,2024-11-06T19:27:45,true,false,false,ignored
C00757,U0584,autumn-edition-invite,email,2024-11-07T16:09:00,false,false,false,ignored
C00821,U0633,winter-edition-invite,email,2024-11-09T19:16:20,false,false,false,unsubscribed
C00515,U0398,track-specific-genai,email,2024-11-10T13:29:24,true,false,false,ignored
C00048,U0033,alumni-winback,email,2024-11-11T13:56:08,true,false,false,ignored
C00129,U0096,winter-edition-invite,whatsapp,2024-11-12T10:51:44,true,false,false,ignored
C00659,U0500,grand-finale-invite,email,2024-11-12T16:59:52,true,false,false,ignored
C00249,U0181,grand-finale-invite,email,2024-11-15T12:53:24,true,false,false,ignored
C00571,U0431,track-specific-web3,whatsapp,2024-11-15T13:48:13,false,false,false,ignored
C00314,U0220,track-specific-web3,whatsapp,2024-11-15T18:12:50,true,false,false,ignored
C00582,U0443,monsoon-edition-invite,email,2024-11-17T15:25:34,true,false,false,ignored
C00096,U0076,alumni-winback,email,2024-11-18T08:46:45,false,false,false,ignored
C00208,U0150,grand-finale-invite,email,2024-11-18T20:29:50,true,false,false,ignored
C00360,U0262,alumni-winback,email,2024-11-19T23:58:03,false,false,false,ignored
C00260,U0187,feedback-request,email,2024-11-20T17:37:15,true,true,true,registered
C00612,U0464,mentor-recruitment,discord,2024-11-21T08:41:19,false,false,false,ignored
C00783,U0604,winter-edition-invite,whatsapp,2024-11-21T14:01:38,true,false,false,ignored
C00108,U0083,feedback-request,email,2024-11-22T22:22:20,false,false,false,ignored
C00427,U0327,autumn-edition-invite,whatsapp,2024-11-24T10:28:12,true,false,false,ignored
C00751,U0577,spring-edition-invite,email,2024-11-26T08:35:24,true,false,false,ignored
C00579,U0441,autumn-edition-invite,email,2024-11-27T22:24:28,false,false,false,ignored
C00652,U0492,mentor-recruitment,email,2024-11-29T13:46:43,false,false,false,ignored
C00100,U0078,monsoon-edition-invite,whatsapp,2024-11-29T21:35:51,true,false,false,ignored
C00626,U0472,community-digest,email,2024-12-03T22:03:57,false,false,false,ignored
C00202,U0146,alumni-winback,email,2024-12-05T09:06:32,true,false,false,ignored
C00026,U0023,track-specific-web3,email,2024-12-05T11:08:17,false,false,false,ignored
C00311,U0216,community-digest,email,2024-12-05T13:36:39,true,true,false,ignored
C00740,U0569,monsoon-edition-invite,whatsapp,2024-12-07T14:59:12,false,false,false,ignored
C00162,U0117,community-digest,whatsapp,2024-12-07T19:47:58,true,false,false,ignored
C00387,U0300,monsoon-edition-invite,email,2024-12-10T19:41:37,true,false,false,ignored
C00271,U0193,grand-finale-invite,email,2024-12-14T11:31:00,false,false,false,ignored
C00431,U0330,track-specific-web3,email,2024-12-14T11:54:22,false,false,false,ignored
C00214,U0157,workshop-announcement,discord,2024-12-16T10:35:58,false,false,false,ignored
C00305,U0214,track-specific-web3,email,2024-12-16T20:44:55,true,true,false,bounced
C00120,U0093,spring-edition-invite,email,2024-12-17T15:31:27,false,false,false,ignored
C00474,U0363,spring-edition-invite,email,2024-12-18T12:47:22,true,true,false,ignored
C00380,U0295,track-specific-genai,email,2024-12-18T13:58:55,false,false,false,ignored
C00477,U0365,alumni-winback,whatsapp,2024-12-18T18:36:14,false,false,false,ignored
C00345,U0254,track-specific-web3,discord,2024-12-19T09:03:49,true,false,false,ignored
C00277,U0198,community-digest,email,2024-12-19T19:48:04,true,false,false,ignored
C00509,U0393,mentor-recruitment,email,2024-12-20T09:58:35,false,false,false,ignored
C00798,U0614,winter-edition-invite,email,2024-12-20T21:46:59,true,false,false,ignored
C00337,U0247,track-specific-web3,email,2024-12-20T22:13:59,false,false,false,ignored
C00113,U0084,grand-finale-invite,email,2024-12-20T22:49:55,true,true,true,registered
C00519,U0400,winter-edition-invite,email,2024-12-21T13:53:44,true,false,false,ignored
C00393,U0303,workshop-announcement,email,2024-12-21T20:28:26,true,true,true,registered
C00013,U0011,monsoon-edition-invite,email,2024-12-21T21:33:43,true,false,false,ignored
C00045,U0029,autumn-edition-invite,email,2024-12-22T11:08:46,true,true,false,unsubscribed
C00599,U0458,workshop-announcement,whatsapp,2024-12-22T13:32:27,false,false,false,ignored
C00712,U0544,autumn-edition-invite,email,2024-12-23T11:16:12,true,true,false,ignored
C00603,U0460,track-specific-web3,email,2024-12-24T08:52:06,true,false,false,ignored
C00741,U0569,workshop-announcement,email,2024-12-25T10:06:34,false,false,false,ignored
C00605,U0462,monsoon-edition-invite,email,2024-12-26T13:15:06,true,false,false,ignored
C00327,U0235,community-digest,email,2024-12-27T15:46:38,false,false,false,ignored
C00499,U0385,feedback-request,email,2024-12-28T08:03:38,false,false,false,ignored
C00068,U0049,alumni-winback,whatsapp,2024-12-29T12:19:10,true,true,false,ignored
C00407,U0315,grand-finale-invite,email,2024-12-29T14:09:09,true,false,false,bounced
C00551,U0415,track-specific-genai,email,2024-12-31T12:18:36,true,false,false,ignored
C00500,U0385,spring-edition-invite,email,2024-12-31T21:23:44,true,false,false,ignored
C00566,U0424,spring-edition-invite,email,2024-12-31T22:56:11,true,true,false,ignored
C00144,U0107,winter-edition-invite,email,2025-01-04T13:34:13,false,false,false,ignored
C00464,U0355,winter-edition-invite,whatsapp,2025-01-04T19:02:48,false,false,false,ignored
C00151,U0111,mentor-recruitment,email,2025-01-05T19:32:58,true,false,false,unsubscribed
C00752,U0577,alumni-winback,discord,2025-01-07T12:49:58,false,false,false,bounced
C00134,U0102,monsoon-edition-invite,email,2025-01-09T22:44:27,true,false,false,ignored
C00209,U0150,feedback-request,email,2025-01-10T10:41:35,false,false,false,ignored
C00466,U0359,autumn-edition-invite,email,2025-01-10T10:51:28,true,false,false,ignored
C00651,U0490,monsoon-edition-invite,email,2025-01-10T18:01:00,false,false,false,ignored
C00257,U0184,community-digest,discord,2025-01-10T21:13:13,false,false,false,ignored
C00178,U0127,feedback-request,email,2025-01-13T09:49:01,false,false,false,ignored
C00510,U0393,spring-edition-invite,whatsapp,2025-01-13T11:57:01,true,false,false,ignored
C00295,U0209,community-digest,email,2025-01-15T12:58:13,true,false,false,ignored
C00641,U0482,grand-finale-invite,email,2025-01-18T12:11:11,false,false,false,ignored
C00501,U0385,track-specific-web3,email,2025-01-19T16:39:58,true,false,false,ignored
C00725,U0553,workshop-announcement,whatsapp,2025-01-21T09:14:15,false,false,false,ignored
C00255,U0183,autumn-edition-invite,email,2025-01-21T20:14:43,false,false,false,ignored
C00444,U0338,autumn-edition-invite,email,2025-01-22T23:01:37,false,false,false,ignored
C00066,U0046,feedback-request,email,2025-01-23T10:20:44,true,false,false,ignored
C00245,U0178,autumn-edition-invite,email,2025-01-23T20:11:04,true,true,false,ignored
C00409,U0316,track-specific-genai,discord,2025-01-23T22:05:30,true,true,true,registered
C00592,U0453,track-specific-web3,email,2025-01-24T09:01:38,true,false,false,ignored
C00123,U0095,track-specific-web3,whatsapp,2025-01-24T13:14:11,false,false,false,bounced
C00644,U0487,autumn-edition-invite,email,2025-01-25T23:04:54,true,false,false,ignored
C00825,U0634,track-specific-genai,email,2025-01-27T15:09:42,true,false,false,ignored
C00593,U0455,workshop-announcement,email,2025-01-27T20:02:10,false,false,false,ignored
C00826,U0634,workshop-announcement,email,2025-01-27T22:17:44,false,false,false,ignored
C00475,U0363,track-specific-web3,email,2025-01-28T14:30:04,false,false,false,ignored
C00581,U0442,workshop-announcement,email,2025-01-28T18:46:02,false,false,false,ignored
C00602,U0459,grand-finale-invite,whatsapp,2025-01-29T08:34:44,true,true,true,registered
C00777,U0593,feedback-request,discord,2025-01-29T23:33:11,false,false,false,ignored
C00561,U0420,workshop-announcement,email,2025-01-30T10:01:41,false,false,false,ignored
C00656,U0494,spring-edition-invite,whatsapp,2025-01-30T16:42:24,true,false,false,ignored
C00742,U0569,autumn-edition-invite,email,2025-01-30T19:24:37,false,false,false,ignored
C00686,U0519,grand-finale-invite,email,2025-01-31T11:33:13,true,false,false,ignored
C00583,U0443,monsoon-edition-invite,email,2025-02-01T08:49:42,false,false,false,ignored
C00155,U0114,monsoon-edition-invite,email,2025-02-01T16:57:00,false,false,false,ignored
C00210,U0153,autumn-edition-invite,email,2025-02-01T18:40:06,false,false,false,ignored
C00339,U0248,community-digest,whatsapp,2025-02-01T21:07:21,false,false,false,ignored
C00736,U0565,alumni-winback,email,2025-02-01T21:26:14,true,false,false,ignored
C00410,U0316,workshop-announcement,discord,2025-02-02T21:03:53,false,false,false,ignored
C00619,U0468,feedback-request,email,2025-02-03T22:58:17,false,false,false,ignored
C00445,U0338,workshop-announcement,email,2025-02-04T10:34:23,false,false,false,ignored
C00278,U0198,track-specific-genai,whatsapp,2025-02-04T17:38:39,false,false,false,unsubscribed
C00432,U0330,spring-edition-invite,email,2025-02-05T12:07:35,true,true,false,ignored
C00231,U0165,grand-finale-invite,discord,2025-02-05T12:11:57,false,false,false,ignored
C00831,U0637,alumni-winback,email,2025-02-06T14:43:34,false,false,false,ignored
C00687,U0519,winter-edition-invite,email,2025-02-07T13:10:11,false,false,false,ignored
C00131,U0101,monsoon-edition-invite,email,2025-02-07T20:25:10,true,false,false,ignored
C00796,U0613,grand-finale-invite,email,2025-02-08T09:33:18,false,false,false,unsubscribed
C00525,U0403,track-specific-genai,email,2025-02-08T17:42:25,true,true,true,registered
C00019,U0016,workshop-announcement,email,2025-02-11T20:52:38,true,false,false,unsubscribed
C00203,U0146,grand-finale-invite,discord,2025-02-12T23:48:04,false,false,false,unsubscribed
C00306,U0214,autumn-edition-invite,email,2025-02-13T21:00:55,true,false,false,ignored
C00577,U0437,grand-finale-invite,discord,2025-02-15T23:24:23,true,true,false,bounced
C00506,U0388,track-specific-genai,email,2025-02-17T21:41:45,false,false,false,ignored
C00063,U0044,track-specific-genai,email,2025-02-19T22:09:33,true,false,false,ignored
C00420,U0325,spring-edition-invite,whatsapp,2025-02-20T14:25:29,true,true,true,registered
C00480,U0366,autumn-edition-invite,email,2025-02-20T20:32:00,false,false,false,ignored
C00653,U0492,feedback-request,email,2025-02-20T22:07:17,true,true,false,unsubscribed
C00097,U0077,grand-finale-invite,email,2025-02-23T08:37:47,false,false,false,ignored
C00184,U0132,autumn-edition-invite,email,2025-02-28T20:33:58,true,true,true,registered
C00069,U0049,winter-edition-invite,email,2025-03-03T11:26:56,false,false,false,ignored
C00638,U0480,mentor-recruitment,email,2025-03-07T21:17:07,true,false,false,bounced
C00494,U0377,winter-edition-invite,whatsapp,2025-03-08T16:51:29,false,false,false,ignored
C00098,U0077,community-digest,email,2025-03-09T23:01:16,true,false,false,ignored
C00132,U0101,winter-edition-invite,email,2025-03-10T15:59:52,true,false,false,ignored
C00688,U0519,winter-edition-invite,email,2025-03-10T21:54:52,false,false,false,ignored
C00199,U0144,track-specific-web3,email,2025-03-12T11:52:57,false,false,false,ignored
C00287,U0206,monsoon-edition-invite,email,2025-03-14T18:47:09,false,false,false,ignored
C00684,U0518,monsoon-edition-invite,whatsapp,2025-03-14T22:57:43,false,false,false,ignored
C00731,U0559,alumni-winback,email,2025-03-15T14:23:08,false,false,false,ignored
C00017,U0014,winter-edition-invite,email,2025-03-16T20:51:52,false,false,false,ignored
C00124,U0095,spring-edition-invite,email,2025-03-16T22:01:22,true,true,false,ignored
C00200,U0144,winter-edition-invite,whatsapp,2025-03-16T23:34:24,true,false,false,ignored
C00322,U0231,track-specific-genai,discord,2025-03-17T11:29:27,true,true,true,registered
C00125,U0095,autumn-edition-invite,email,2025-03-20T08:11:15,false,false,false,ignored
C00177,U0123,track-specific-genai,whatsapp,2025-03-21T12:13:05,false,false,false,ignored
C00174,U0122,grand-finale-invite,email,2025-03-21T22:39:34,false,false,false,ignored
C00233,U0169,community-digest,email,2025-03-23T14:57:32,false,false,false,ignored
C00696,U0531,workshop-announcement,email,2025-03-23T20:39:24,false,false,false,ignored
C00616,U0465,monsoon-edition-invite,whatsapp,2025-03-24T12:58:10,true,true,false,ignored
C00315,U0220,community-digest,discord,2025-03-25T22:11:04,true,true,true,registered
C00457,U0351,community-digest,whatsapp,2025-03-26T16:08:14,false,false,false,ignored
C00620,U0468,monsoon-edition-invite,whatsapp,2025-03-26T18:42:18,true,true,false,ignored
C00806,U0619,autumn-edition-invite,email,2025-03-27T19:26:52,true,false,false,ignored
C00211,U0153,track-specific-genai,whatsapp,2025-03-29T21:30:16,true,false,false,ignored
C00115,U0089,workshop-announcement,email,2025-03-30T15:04:52,false,false,false,ignored
C00163,U0117,mentor-recruitment,email,2025-03-30T20:09:38,true,false,false,ignored
C00109,U0083,track-specific-web3,email,2025-04-01T19:34:49,false,false,false,ignored
C00092,U0074,feedback-request,discord,2025-04-02T13:04:38,true,false,false,ignored
C00374,U0281,track-specific-web3,whatsapp,2025-04-03T23:26:08,true,false,false,ignored
C00521,U0401,alumni-winback,email,2025-04-04T11:45:12,false,false,false,ignored
C00085,U0069,mentor-recruitment,email,2025-04-04T15:19:11,false,false,false,ignored
C00121,U0094,grand-finale-invite,email,2025-04-04T18:17:59,true,true,false,ignored
C00685,U0518,grand-finale-invite,email,2025-04-04T19:55:22,false,false,false,ignored
C00268,U0192,grand-finale-invite,discord,2025-04-08T14:57:05,true,false,false,ignored
C00512,U0394,alumni-winback,whatsapp,2025-04-11T17:07:41,true,false,false,ignored
C00059,U0043,monsoon-edition-invite,email,2025-04-13T12:10:44,false,false,false,ignored
C00544,U0411,monsoon-edition-invite,email,2025-04-14T08:33:40,false,false,false,ignored
C00246,U0178,mentor-recruitment,email,2025-04-14T08:48:14,false,false,false,ignored
C00296,U0210,mentor-recruitment,whatsapp,2025-04-14T23:40:25,false,false,false,ignored
C00146,U0108,community-digest,discord,2025-04-14T23:58:11,false,false,false,ignored
C00361,U0263,alumni-winback,email,2025-04-15T23:45:18,false,false,false,ignored
C00635,U0479,track-specific-genai,discord,2025-04-16T10:39:52,true,false,false,ignored
C00103,U0082,mentor-recruitment,email,2025-04-16T17:36:55,false,false,false,ignored
C00312,U0218,feedback-request,email,2025-04-16T19:44:09,false,false,false,ignored
C00554,U0417,track-specific-genai,whatsapp,2025-04-17T19:57:07,false,false,false,ignored
C00346,U0255,workshop-announcement,whatsapp,2025-04-17T21:16:42,false,false,false,ignored
C00217,U0159,grand-finale-invite,email,2025-04-18T08:41:46,true,false,false,ignored
C00453,U0347,community-digest,email,2025-04-18T22:48:28,false,false,false,ignored
C00188,U0133,mentor-recruitment,email,2025-04-19T09:35:10,true,true,false,ignored
C00367,U0270,community-digest,discord,2025-04-19T11:34:39,true,false,false,ignored
C00613,U0464,monsoon-edition-invite,whatsapp,2025-04-20T08:25:33,false,false,false,ignored
